title,link,content,date
Head Telcoms Media and Technology sector,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/head-telcoms-media-technology-sector/,11568,2018-01-16
KCB Applications Developer Position,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/kcb-applications-developer-position/,"The Position Reporting to the Senior Manager Application Development, the developer shall build and customize applications, systems and interfaces to support internal process and business departments. The developer will interact with third party service providers as well as other internal IT units. The developer must demonstrate a strong understanding of and high regard for ubiquitous computing solutions (mobile and web) including multi-channel systems integrations for business delivery for both bank corporate and retail customers. Key Responsibilities Design and develop solutions for Internet Banking, Mobile Banking, and Agency Banking systems and other alternative channels. Interact closely with business owners and other key stakeholders to understand and document functional and non-functional requirements. Develop Systems and Interfaces using alternative Technologies to drive business. Accountable for development and timely delivery of quality software applications throughout a software project cycle. Work with EBM Enterprise Service Bus (ESB) for service orchestration and systems integration. Development and customization of T24 Core Banking System to meet business needs. Work closely with Enterprise Architecture and Software Quality Assurance teams to ensure adherence to enterprise solution design principles and software quality design and implementation standards. Perform functional and system Integration tests and play a key role in facilitating User acceptance tests (UATs) throughout the UAT cycles. Work closely with IT Risk and Security to incorporate information systems security design and development principles to ensure that the applications are well secured and mitigate any risks exposure. The Person For the above position, the successful applicant should meet the following criteria: A Bachelors Degree in Computer Science  or any Information Technology related field Professional Java and Oracle certifications are desirable. Minimum experience in: a.    Building Java Enterprise Applications and Systems Integrations  5 years b.    Oracle Database programming using PLSQL 3 years Broad understanding of software engineering principles and secure software development methodologies. Knowledge of SQL scripting with relational databases and experience with Unix/Linux operating systems Knowledge inT24 Core Banking System development is desirable Thorough Understanding of Software Development Life Cycles (SDLC) paradigms including Agile Software Development Process Experience in developing of Mobile & Web application and integrations Creativity and alternative thinking to develop new ideas for and answers to software related problems. The above position is a demanding role for which the Bank will provide a competitive remuneration package to the successful candidate. If you believe you can clearly demonstrate your abilities to meet the criteria given above, please log in to our Recruitment portal and submit your application with a detailed CV. To be considered your application must be received by Monday 22nd January, 2018",2018-01-16
Dedan Kimathi University Hiring In 11 Counties,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/dd/,,2018-01-16
Seven Seas Tech Are Hiring,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/seven-seas-tech-hiring/,,2018-01-16
NACC Are Hiring Interns,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/nacc-hiring-interns/,"INTERNSHIP OPPORTUNITIES AT THE NATIONAL AIDS CONTROL COUNCIL (NACC) The National AIDS Control Council (NACC) is a state Corporation whose mission is to provide policy and strategic framework for mobilizing and coordinating resources for the prevention of HIV transmission and provision of care and support to the infected and affected people in Kenya. More details of our mandate and contacts can be found in the website www.nacc.or.ke The NACC has declared the following internship Opportunities in the different NACC Divisions. The programme aims at providing the youth an opportunity for on-the-job experience to build upon skills learned at school and for professional development hence, enhance their employability. CLICK HERE TO DOWNLOAD THE DETAILS OF THE AVAILABLE INTERNSHIP OPPORTUNITIES AND APPLICATION PROCEDURES CLICK HERE TO DOWNLOAD THE INTERNSHIP APPLICATION FORM",2018-01-16
British Council Kenya Hiring,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/british-council-kenya-hiring/,"Region Sub Saharan Africa Country Kenya Location Nairobi Department Corporate Headquarters Job Category Audit Pay Band Pay Band 7 Vacancy Description Pay Band: 7; Location: Nairobi, Kenya; Contract type:Indefinite; Requirements: Existing rights to work in Kenya/ Country  appointed terms & conditions; Closing date and time: 26th January 2018 (23:59 UK Time) About the Job: The Internal Auditor is part of the team that delivers a comprehensive, independent and objective audit service to the organisation, whilst ensuring its achieved in a customer-orientated manner which is in accordance with the British Council values. Role Purpose: The post holder will contribute to an efficient and effective internal audit department through playing a key role in supporting British Council in the management of risk and achievement of objectives.  This will include performing all aspects of internal audit assignments (planning, fieldwork & reporting), in support of the annual audit opinion of the adequacy and effectiveness of the governance, risk management and control processes that exist throughout the British Council. Main Accountabilities: Responsible for conducting and/or leading the preparation, planning, execution and reporting of risk-based audits (including country audits) Input into the development of the risk-based audit plan Providing both verbal and written recommendations for improvements to Country, Regional and Functional Management. Delivery of high quality work and the production of excellent working papers and summaries of information. Preparing (draft) reports, assisting the managers and other members in the team. The performance of ad hoc assignments as required (e.g. investigations, advisory engagements). Liaising at all levels of the organisation including senior management. Undertaking administrative travel arrangements (for self and team) If you would like to see full details and understand more about this post then please see the documents below: Internal Auditor  Kenya.pdf BC Behaviors.pdf BC Core Skills.pdf Further details: If you are interested in the post and feel that you are suitable for the role, then we would really like to hear from you. Please apply by 26th January 2018 (23:59 UK Time) Our Equality Commitment: Valuing diversity is essential to the British Councils work. We aim to abide by and promote equality legislation by following both the letter and the spirit of it to avoid unjustified discrimination, recognising discrimination as a barrier to equality of opportunity, inclusion and human rights. All staff worldwide are required to ensure their behaviour is consistent with our policies, and audit as a function is absolutely committed to this. The British Council is committed to a policy of equal opportunity and is keen to reflect the diversity of UK society at every level within the organisation. We welcome applications from all sections of the community. In line with the British Councils Child Protection policy, any appointment is contingent on thorough checks. In the UK, and in other countries where appropriate systems exist, these include criminal records checks. Apply Save Email to a friend For technical questions about using our website, not covered by the FAQs, contact the Technical Team",2018-01-16
Kapa Oil Refineries Hiring,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/kapa-oil-refineries-hiring/,,2018-01-16
KHRC Looking For Interns,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/khrc-looking-interns/,"Legal affairs intern The KHRC is seeking a young graduate who is looking to gain practical experience in the field of Human Rights. The successful intern will be engaged for a period of six (6) months. Position: Legal affairs intern Reporting to: Program advisor, legal affairs period of engagement: 6 months STATION: NAIROBI MINIMUM QUALIFICATIONS & EXPERIENCE: Interested applications should possess a minimum of the following: Applicant should have graduated or has finalised 4th year course work and is awaiting graduation, to graduate with a Bachelor Degree in Law, 2nd Class Honors. Applicant should have between 3 months and 1 year experience working with international, labour, family, human rights and/or environmental law Applicant should not be admitted to Kenya School of Law or if admitted should have successfully completed pupillage and is awaiting admission to the bar Ability, knowledge and passion to handle legal aid cases and assist clients from all walks of life will be an advantage A knowledge, relevant practice and understanding of the respective laws and regulations will be an added advantage Ability to draft legal proceedings, legal reports, file cases and attend court hearings Be a citizen of Kenya, and if not a resident should have the necessary permits to allow them to live and work in Kenya Should have a valid certificate of good conduct Excellent in written and spoken English Willingness to learn with good communication and interpersonal skills Integrity and ability to work in all thematic areas within the organization A highly motivated individual A self-starter-functional problem solver Process discipline  ability to follow standard operating procedures Application Details Only those candidates that meet the above qualifications will be considered for the internship opportunities. Candidates interested in this position should submit a cover letter and curriculum vitae to [email protected] , with subject line: INTERN  LEGAL AFFAIRS The cover letter should include a brief overview of the candidates suitability for the role, including an outline of relevant past research and advocacy experience. CVs should be a maximum 3 pages long and should include relevant past education and experience. Candidates are encouraged to visit KHRCs website to learn more about our work before applying: http://www.khrc.or.ke. The closing date for applications is Friday, 19th January 2018. APPLICATIONS SUBMITTED PAST THIS DATE WILL NOT BE CONSIDERED. APPLICATIONS THAT DO NOT MEET THE ABOVE CRITERIA WILL NOT BE CONSIDERED. DISCLAIMER KHRC is an equal opportunity employer, committed to ensuring diversity and gender equality within our organization and will recruit the most qualified person irrespective of race, marital status, ethnicity, religion, gender, sexual orientation or nationality. ONLY SUCCESSFUL CANDIDATES WILL BE CONTACTED.",2018-01-16
Apply For The Kenyan Sub-County Agri-Business Scholarships,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/apply-kenyan-sub-county-agri-business-scholarships/,,2018-01-16
IT And Business Admin Interns Needed,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/business-admin-interns-needed/,Looking for qualified interns in the area of IT and Business Administration. Email [email protected] .,2018-01-16
Riara Group of Schools- Deputy Head Teacher,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/riara-group-schools-deputy-head-teacher/,"The Riara Group of Schools is a brand that has been in existence for over four decades and is a leading institution in the education industry. We are inspired and motivated by the Riara philosophy of quality education to bridge higher education and the dynamism of the labour market. We are looking for a suitable candidate to fill the position of a Deputy Head Teacher. JOB PURPOSE: We seek a highly competent, experienced, dynamic and motivated educational leader who will assist the School Head in providing professional leadership, supervisory and administration support in Riara Springs. DUTIES AND RESPONSIBILITIES: The duties and responsibilities will include but will not be limited to assisting the School Head in: Ensuring the vision for the school is clearly articulated, shared, understood and acted upon effectively by all. Building a strong and cohesive culture that is supported by effective systems and structures. Setting targets and goals for school staff through a participative process. Providing regular feedback to colleagues in a way that recognizes good practice and supports their progress against professional and performance management objectives. Conducting annual reviews based on standards of leadership, teaching and learning in specific areas of responsibility. Monitoring coverage of the syllabus, quality of teaching and effectiveness of learning outcomes. Ensuring teachers and support staff have all necessary working resources required in undertaking their responsibilities. Providing leadership in guiding the various co-curricular activities and school based events. Working closely with senior school management to achieve high levels of team spirit and synergy. Handling behavior rectification matters to develop unique, courteous, respectful individuals. Building effective relationships with parents, education partners and external stakeholders. Managing school operations in the absence of the School Head. QUALIFICATIONS, KNOWLEDGE & EXPERIENCE: 1. Must possess a Bachelors Degree in Education or a related degree. 2. Must have a proven track record in educational leadership including school administration, classroom instruction, lesson plans, student assessment and staff development. 3. Experience as a Senior Teacher or Head of Department will be beneficial. 4. Excellent IT, interpersonal and communication skills that enables open communication with parents, teachers and learners. 5. A self-motivated, energetic person who enjoys working in a busy and dynamic working environment. 6. The flexibility to learn and adapt to new cultures. 7. Demonstrates ability to think and act critically, creatively and independently. Qualified candidates should send a copy of their CV including current and expected remuneration and contact details of 3 referees to [email protected] by close of business Saturday, December 23th 2017.",2018-01-16
Social Media Intern Needed,https://opportunitiesforyoungkenyans.co.ke/2018/01/16/social-media-intern-needed-2/,Looking for a social media intern send CV to [email protected],2018-01-16
ICT PHP Programmer At Family Bank,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/ict-php-programmer-family-bank/,"EXCITING CAREER OPPORTUNITY AT FAMILY BANK ICT PHP PROGRAMMER  ICT  PRG/1/1/2018 To support the growth strategy, we are looking for a dynamic, proactive professional with strong credential and relevant work experience to fill the following position: ICT PHP Programmer Reporting to: Software Engineer Liaises with the ICT Consultants, ICT Team and Branch Network . JOB PURPOSE Design, code and implement computer programs for Family Bank; perform analysis and modification of existing programs and operations to meet the bank changing needs and to provide for system enhancements; write maintenance and user documentation to support programs; test and debug programs for accuracy and reliability; instruct program users in proper operation. Station : Based at the Head Office. KEY RESPONSIBILITIES Confirms project requirements by reviewing program objective, input data, and output requirements with analyst, supervisor, and client. Arranges project requirements in programming sequence by analyzing requirements; preparing a work flow chart and diagram using knowledge of computer capabilities, subject matter, programming language, and logic. Codes project requirements. Programs the computer by entering coded information. Confirms program operation by conducting tests; modifying program sequence and/or codes. Prepares reference for users by writing operating instructions. Maintains historical records by documenting program development and revisions. Maintains client confidence and protects operations by keeping information confidential. Ensures operation of equipment by following manufacturers instructions; troubleshooting malfunctions; calling for repairs; evaluating new equipment and techniques. Maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies. Contributes to team effort by accomplishing related results as needed. Any other duties assigned to you by Software Engineer. COMPETENCE & ABILITY Front End Skills Three (3) years demonstrated experience with the following: HTML, CSS, JavaScript, JQuery, AJAX, JSON, DOM; HTML5, JQuery UI, XML/XSL, Event-driven programming in JavaScript and JQuery, Bootstrap. Back End Skills Three (3) years demonstrated PHP programming experience using Eclipse PDT including the following; PHP streams for URL access Use of PHP Sessions and associated state-information storage, e.g. serialization Manipulating XML via PHP Regular Expressions MySQL & PostGres database access using PDO Database Transaction Processing Configuration of Eclipse PDT via php.ini MySQL& PostGres Database Management including; SQL query generation Creation of triggers Creation of stored procedures and functions Knowledge of PL/pgSQL Working knowledge of Apache administration, e.g. Control access to files/directories Knowledge of mod rewrites and similar devices will be a definite asset Working knowledge of the overall LAMP/WAMP Stack, including installation and configuration. Experience on both Windows and Linux environments. Programmers with experience in the following will be at a definite advantage; TCP/IP programming experience Configuration of security settings on all elements of the LAMP stack Web Hosting configuration, e.g. DNS server settings, Email Server configuration, etc. Experience in programming a low level language such as C/C++ on both Windows and Linux Work Experience It is highly desirable that the candidate has participated in all cycles of Software Development from Design to Implementation, Maintenance (e.g. bug fixes), Enhancements to newer versions, Migrations between platforms, etc. Use of version control tools will be an added benefit. Candidates are expected to be self-starters capable of working independently without the need for regular supervision. Note that the work environment will often require the successful candidate to work extra hours outside the standard 8:00am to 5:00pm work hours, as dictated by factors such as deadlines for business presentations and volume of business demands. PERSONAL ATTRIBUTES Results oriented with excellent communication and social skills. A forward planner with clear focus, mature, reliable, hardworking and able to work without supervision. High integrity, reliable, outgoing and hardworking Strong Interpersonal Skills Interested candidates are invited to visit https://196.1.116.17:5258/CVs/job_3/about.html for details then answer a questionnaire. The web page is a Family Bank web page, and so you can bypass any warning messages about the safety of the link. In addition you will be required to submit your application letter and CV to their website at http://familybank.co.ke/about-us/careers/ by COB 19 th January 2018. Only shortlisted candidates will be contacted. We are an equal opportunity employer",2018-01-17
Business Development Manager at Bollore Logistics,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/business-development-manager-bollore-logistics/,"Job description VACANCY-BUSINESS DEVELOPMENT MANAGER, AID & RELIEF An exciting career opportunity has risen in our Commercial Department for the above-mentioned position as outlined below. Based in Nairobi and reporting to the Commercial Manager-Kenya, the successful applicant will be responsible for the following key result areas:- Consolidate knowledge of customers Act as Bollore Transport & Logistics main entry point Secure approved/Preferred vendor status from Key accounts. Consolidate and update customer knowledge (decision makers, influencers, volume potential, ents, industry challenges/opportunities, strategic expectation) and Bollore Logistics performances. Sales Management Develop Bollore Logistics market share and profitability through customers operations across the network Develop and implement the sales action plan by monitoring the dedicated sales team Review Bollore Logistics performance and quality indicators which have been contracted with customers Build action plan Plan and monitor growth with the dedicated network sales team aligned with customer flows. Optimize sales awareness and development within the network thru CRM Lead direct actions with identified customers interlocutors Define operational and pricing procedures and exercise authority over agencies to have them applied Plan monthly meeting to pilot growth and sales activities Lead global tender Lead global tenders and participate to sign-off with respective MO parties Design and present global tenders to customers with supporting BTL functions and expertise. Call on the corporate steering committee to arbitrate financial, sales or operational disputes linked to international contract management. Applicants should possess the following qualifications Degree in Marketing/Business Management 5 years relevant experience in the logistics industry Key Skills Negotiation Analytical Computer literacy Numeracy Communication Management Method of Application Interested candidates who are performance driven with excellent transferable skills and demonstrable track records of achievement in past roles are invited to submit their applications and CV to [email protected]",2018-01-17
KCB Hiring,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/kcb-hiring/,"Applications Developer The Position Reporting to the Senior Manager Application Development, the developer shall build and customize applications, systems and interfaces to support internal process and business departments. The developer will interact with third party service providers as well as other internal IT units. The developer must demonstrate a strong understanding of and high regard for ubiquitous computing solutions (mobile and web) including multi-channel systems integrations for business delivery for both bank corporate and retail customers. Key Responsibilities Design and develop solutions for Internet Banking, Mobile Banking, and Agency Banking systems and other alternative channels. Interact closely with business owners and other key stakeholders to understand and document functional and non-functional requirements. Develop Systems and Interfaces using alternative Technologies to drive business. Accountable for development and timely delivery of quality software applications throughout a software project cycle. Work with EBM Enterprise Service Bus (ESB) for service orchestration and systems integration. Development and customization of T24 Core Banking System to meet business needs. Work closely with Enterprise Architecture and Software Quality Assurance teams to ensure adherence to enterprise solution design principles and software quality design and implementation standards. Perform functional and system Integration tests and play a key role in facilitating User acceptance tests (UATs) throughout the UAT cycles. Work closely with IT Risk and Security to incorporate information systems security design and development principles to ensure that the applications are well secured and mitigate any risks exposure. The Person For the above position, the successful applicant should meet the following criteria: A Bachelors Degree in Computer Science  or any Information Technology related field Professional Java and Oracle certifications are desirable. Minimum experience in: a.    Building Java Enterprise Applications and Systems Integrations  5 years b.    Oracle Database programming using PLSQL 3 years Broad understanding of software engineering principles and secure software development methodologies. Knowledge of SQL scripting with relational databases and experience with Unix/Linux operating systems Knowledge inT24 Core Banking System development is desirable Thorough Understanding of Software Development Life Cycles (SDLC) paradigms including Agile Software Development Process Experience in developing of Mobile & Web application and integrations Creativity and alternative thinking to develop new ideas for and answers to software related problems. The above position is a demanding role for which the Bank will provide a competitive remuneration package to the successful candidate. If you believe you can clearly demonstrate your abilities to meet the criteria given above, please log in to our Recruitment portal and submit your application with a detailed CV. To be considered your application must be received by Monday 22nd January, 2018 Only short listed candidates will be contacted. NB: In the event that you are invited to interview for any positions, we will require that you provide us with the following documents: National I.D. KRA Pin Card Birth Certificate of self Passport Photo (White Background) NSSF Card NHIF Card Police Clearance Certificate (less than 5 Months old) Academic and Professional certificates, including official transcripts Certificates of Service from previous employers as applicable https://ke.kcbgroup.com/about/vacancies/job/147",2018-01-17
KEMRI Is Hiring Interns,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/kemri-hiring-interns/,,2018-01-17
Destination Hiring Sales,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/destination-hiring-sales/,Looking to excel in a Sales & Marketing position? We are hiring! http:// work.destinationkenya.co.ke Apply by 24th January 2018.,2018-01-17
Engineering Opportunities- 25 Vacancies Open,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/engineering-opportunities-10-vacancies-open/,,2018-01-17
Internship Opportunity For TV Presenters,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/internship-opportunity-tv-presenters/,,2018-01-17
Are You A Good Footballer? Naivas Is Looking For You,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/good-footballer-naivas-looking/,"If you know anyone who is good at football or is a professional footballer looking for a club then go to Naivas supermarket near Bee Centre/ Mama Lucy hospital and register for trials, Naivas is looking to build a strong team and hit the ground running in February. Trials will be done this coming Saturday but you need to register first....kindly share..",2018-01-17
Accountants Needed,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/accountants-needed-3/,"Job Description ISIOLO COUNTY GOVERNMENT COUNTY PUBLIC SERVICE BOARD Isiolo County Public Service Board wishes to recruit competent and qualified citizens to fill the following positions as per the Constitution of Kenya 2010 and Section 45 of the County Governments Act 2012. FINANCE AND ECONOMIC PLANNING DEPARTMENT ICPSB/11/02/2018: Accountants Job Group K- 3 Posts TERMS OF SERVICE-Permanent and pensionable Duties and Responsibilities Verification of vouchers and committal documents Data capture, maintenance of primary records Preparation of simple management records Ensure safe custody of government records Receiving of duly processed payment and receipt vouchers Extracting and providing cash liquidity analysis Preparation of expenditure and Authority to Incur Expenditure (AIE) funding returns Requirements for Appointment A Bachelors degree in Commerce (Accounting or Finance Option) and a pass in Part II of the certified public accountants (CPA) examination or Passed Part III of the certified public accountants (CPA) examination APPLICATION PROCEDURE Written applications enclosing current Curriculum Vitae, copies of academic and professional certificates, ID card and clearance certificates in accordance to Chapter six of the Constitution should be submitted in a sealed envelope indicating the portfolio you are applying for and addressed to: The Secretary/CEO, Isiolo County Public Service Board, P.O. Box 224  60300, ISIOLO Or hand delivered to the Boards offices located opposite Al-Ansar playground between 0800hours to 1700hours. Or Submit On-line via https://www.icpsb.or.ke/rms/open.php All the applications should be delivered on or before 29th January, 2018. Only shortlisted candidates will be contacted.",2018-01-17
Ogilvy & Mather Africa. Kenya Hiring In 3 Positions,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/ogilvyl/,Ogilvy & Mather Africa. Kenya GROUP ACCOUNT DIRECTOR 15/08/2018 Ogilvy & Mather Africa. Kenya MANAGING PARTNER 15/01/2018 Ogilvy & Mather Africa. Kenya CREATIVE DIRECTOR 15/01/2018,2018-01-17
Saif Properties Hiring,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/saif-properties-hiring/,"More info at +254 728 000 002 +254 732 000 100 [email protected] Next Gen Mall, Mombasa Road, 3rd Floor, Rm 31 & 32",2018-01-17
Hub Manager- East Africa,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/hub-manager-east-africa/,"HUB MANAGER  EASTERN AFRICA (MN 7423) Location Nairobi, Kenya Category Civil Service No. of Vacancies 1 Job Holder Reports to SECRETARY GENERAL  HEAD OFFICE Minimum Education (e.g O-level, University Degree) A Masters degree in development, social studies, program management or similar. Minimum Experience (in years) Minimum of 7 years work experience in a senior management position. DESCRIPTION Our client Forum SYD is a Swedish civil society organization focusing on democracy and human rights, gender equality, and environment and climate change. Their vision is a just and sustainable world where all people have the power to effect change. They believe in building strong civil societies where the power is shared by many and the resources are distributed fairly; where people have power to determine their own lives, influence their countrys development and, together, eradicate poverty. Forum Syd is a member-based organization which, from a rights-based approach, works with development issues through advocacy and capacity building of partner organizations. Forum Syd programmes are currently based in Colombia, Kenya, Belarus, Cambodia and Somalia. Currently Hub Eastern Africa has an operating office in Kenya and Tanzania, with programmes which are being implemented in Uganda, Rwanda, Zambia, Zimbabwe, South Africa, Angola and Ethiopia which are managed from Kenya Office and Stockholm Office but there are no offices in those countries therefore involves frequent travel. Hub Eastern Africa is responsible for innovation, program development and fundraising within the region. It is also responsible for program and project implementation as well as CIVSAM sub-granting to Swedish organizations active within the region in accordance with the agreed upon processes. The Hub is to play a platform role for Forum Syds member organizations & other strategic stakeholders, providing in-depth context analysis of the region and contribute to the method development and capacity-building work of Forum Syd. The Hub is also responsible for securing excellent internal control systems as well as finance, risk, security management and HR work that are in compliance with Forum Syd rules and guidelines. The Hub is responsible for communication within the region and also for providing the Advocacy and Communication department with up to date information that can be used in Forum Syds external communications. Forum Syd is looking for a Kenya based Hub Manager who will be responsible for all Forum Syd s interventions in the whole of Eastern Africa. The Hub Manager will be reporting to the Secretary General in Head Office in Stockholm and working very closely with other Managers in Forum Syd. JOB PROFILE Contribute to the strategic development of Forum Syd Manage the employees and the daily operations at the hub Strategic leadership of the hub Innovation, program development, method development and fundraising in the hub Program/project management in the region Platform role, method development and context analysis Capacity-development in the region including eLearning Ensure efficient Communication in the Hub Finance, HR and Risk & Security Management Building and maintaining relationships between local/regional/international stakeholders within the region Representing Forum Syd Hub Eastern Africa locally and regionally Keeping track of major political and social developments in the region PERSON PROFILE A Masters degree in development, social studies, program management or similar. Minimum of 7 years work experience in a senior management position. Profound contextual knowledge of Eastern Africa Proven expertise of Rights Based Approach Global mindset Ability to work independently Excellent communications skills Ability to work in high-risk and complex context Experience from working in a conflict context Proven experience of security management Good command of Kiswahili LEADERSHIP QUALITIES Excellent communication skills Strategic and operational skills Result oriented and goal oriented Excellent analytical skills Ability to see the overall picture Ability to understand new areas quickly Situational leadership skills Networking skills and ability to create & maintain good rapport with partners/stakeholders APPLICATION INFORMATION Qualified women and men alike are encouraged to apply for this position. Candidates should submit an application in English, consisting of CV (max 4 pages) and Cover Letter (max 1 page) including a summary of your key qualifications achievements and relevant work experience. Applicants should disclose their current or past gross monthly salary and key benefits Apply to [email protected] before 4pm, 28th January 2018",2018-01-17
Procurement Officer Needed,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/procurement-officer-needed/,VACANCY POSITION -PROCUREMENT OFFICER Industry-Hospitality Location-Nairobi Qualification: 1.Bachelors Degree 2.Minimum 3 Years 3. Minimum CPA part 2 4.Procurement qualifications eg CIPS Kindly send your resume to [email protected],2018-01-17
Finance Officer Vacancy,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/finance-officer-vacancy/,"FINANCE OFFICER (JOB REF: MN 7428) Location Nairobi, Kenya Category IGO & NGO No. of Vacancies 1 Minimum Education (e.g O-level, University Degree) Bachelor of Commerce or business related degree from a recognized University Minimum Experience (in years) Minimum of 2 years accounting experience DESCRIPTION Our client, an NGO Sacco Society body wishes to recruit a dynamic Finance Officer to manage overall financial affairs. DUTIES AND RESPONSIBILITIES Cash book Management Posting receipts for different banks and in different currencies Online inputting of payments in various online platforms Preparation of payment vouchers Petty cash reimbursement and payment processing Bi- weekly bank reconciliation Creditors Booking of invoices while matching with the LPO Payment of supplier bills Reconciliation of creditors control with the aged accounts payable Reconciliation of ledger balances with supplier statements. Ensure taxes are withheld where necessary and the subsequent payment of the taxes General Ledger Reconciliation of various sub ledger accounts with the general ledger e.g Loan listing and loan summary Posting of Journal entries Keen management and control of prepayment account Keen management and control of accrual accounts Member accounts Receipting of remittances and proper allocation to either loan, share capital, deposits ETC Processing of inter member and inter account transfers by journal entry Account reconciliation and production of member statements Verification of loans and disbursement Other duties Preparation of audit schedules Fixed assets management  Posting, depreciation, tagging and identification Preparation of various reports as may be requested from time to time. PERSON PROFILE Bachelor of Commerce  or business related degree from a recognized University CPA (K) qualification. Minimum of 2 years accounting experience Experience from Saccos/Financial institutions will have an added advantage Mastery of MS Office Suite, specifically Excel and Word. High degree of competence, integrity and professionalism. Extreme flexibility, with a strong work ethic and an entrepreneurial spirit to accommodate high level of responsibility and multiple priorities. Ability to work under pressure and with minimal supervision Attention to detail, Articulate, and willing to take initiative (Self driven). APPLICATION INSTRUCTIONS Qualified women and men alike are encouraged to apply for this position. Candidates should submit an application in English, consisting of CV (max 4 pages) and Cover Letter (max 1 page) including a summary of your key qualifications achievements and relevant work experience. Applicants should disclose their current or past gross monthly salary and key benefits Apply URGENTLY to [email protected] before 4pm, 26th January 2018 PROFESSIONAL QUALIFICATIONS CPA (K) qualification",2018-01-17
Human Resource Manager Wanted,https://opportunitiesforyoungkenyans.co.ke/2018/01/17/human-resource-manager-wanted/,"Location Nairobi, Kenya Category Human Resources No. of Vacancies 1 Minimum Education(e.g O-level, University Degree) Masters or MBA degree holder plus Diploma or Higher Diploma in H. R. M Minimum Experience (in years) A minimum of 6-8 years experience in HR recruitment, HR development, HR management and performance appraisals and other related HR functions. DESCRIPTION Our client is a Nairobi based headquarters of a regional East African company. They wish to recruit a fairly young and dynamic HR professional as a key operator in the regional business operations. PERSON PROFILE Masters or MBA degree holder Diploma or Higher Diploma in H. R. M Member of professional H. R. body Fully computer literate A minimum of 6-8 years experience in HR recruitment, HR development, HR management and performance appraisals and other related HR functions. APPLICATION INSTRUCTIONS Qualified women and men alike are encouraged to apply for this position. Candidates should submit an application in English, consisting of CV (max 4 pages) and Cover Letter (max 1 page) including a summary of your key qualifications achievements and relevant work experience. Applicants should disclose their current or past gross monthly salary and key benefits Apply to [email protected] before 4pm, 27th January 2018 PROFESSIONAL QUALIFICATIONS Member of professional H. R. body",2018-01-17
